step,ram_gb,hmin,ndof,elapsed_seconds,ms_error
1,0.9517707824707031,0.9985141202383722,31152,1.0726118087768555,1.0
2,0.9830589294433594,0.9985141202383722,31152,1.9571328163146973,0.36022493845435904
3,1.0081710815429688,0.9985141202383722,31152,2.780282497406006,0.2020180403675804
4,1.0197677612304688,0.9985141202383722,31152,3.5925216674804688,0.12735430491492664
5,1.0310211181640625,0.9985141202383722,31152,4.366870403289795,0.08152893881325823
6,1.0396575927734375,0.9985141202383722,31152,5.245923757553101,0.046790210529008176
7,1.0481948852539062,0.9985141202383722,31152,6.072375059127808,0.02923548060945923
8,1.0531692504882812,0.9985141202383722,31152,6.918780565261841,0.01948977442499493
9,1.0613479614257812,0.9985141202383722,31152,7.716189861297607,0.01544377240610083
10,1.0652847290039062,0.9985141202383722,31152,8.552006244659424,0.01170014051957771
11,1.0687141418457031,0.9985141202383722,31152,9.382521152496338,0.010088410831111344
12,1.0709915161132812,0.9985141202383722,31152,10.269449234008789,0.007496555580709345
13,1.0729217529296875,0.9985141202383722,31152,11.158624172210693,0.015285401856885506
14,1.075225830078125,0.9985141202383722,31152,12.17494249343872,0.03539603681539212
15,1.0770683288574219,0.9985141202383722,31152,13.107168197631836,0.01642523716605033
16,1.0789642333984375,0.9985141202383722,31152,13.987083196640015,0.011121974625826926
17,1.0805397033691406,0.9985141202383722,31152,14.86055612564087,0.009380018703179373
18,1.0840644836425781,0.9985141202383722,31152,15.764377117156982,0.0073956556740378925
19,1.0854835510253906,0.9985141202383722,31152,16.63568902015686,0.007188896180275519
20,1.08984375,0.9985141202383722,31152,17.373669147491455,0.007132131905725494
21,1.0909805297851562,0.9985141202383722,31152,18.1315815448761,0.018784162724780097
22,1.0918655395507812,0.9985141202383722,31152,18.893306016921997,0.009421302252996883
23,1.0950431823730469,0.9985141202383722,31152,19.783573627471924,0.006433474512695206
24,1.0979766845703125,0.9985141202383722,31152,20.68846845626831,0.006430311140656773
25,1.0989227294921875,0.9985141202383722,31152,21.388870239257812,0.00612147533678159
26,1.0999412536621094,0.9985141202383722,31152,22.002773761749268,0.005749391187175182
27,1.1007804870605469,0.9985141202383722,31152,22.603793382644653,0.006656254843495987
