step,ram_gb,hmin,ndof,elapsed_seconds,ms_error
20,13.421634674072266,0.17354251005822563,3872780,223.1171202659607,0.10189563942529957
21,14.988151550292969,0.17354251005822563,3957688,404.60500407218933,0.1018861776259327
22,15.289199829101562,0.17354251005822563,4047380,585.1922795772552,0.10121790518383551
23,15.31417465209961,0.17354251005822563,4135280,843.3065447807312,0.1005807333244818
24,15.498897552490234,0.17354251005822563,4219340,1113.5263295173645,0.09948288109334633
25,15.318851470947266,0.17354251005822563,4300060,1307.1436104774475,0.09827851252873998
26,15.249984741210938,0.17354251005822563,4393224,1509.161244392395,0.0966394925347932
27,15.466732025146484,0.17354251005822563,4484564,1679.9161610603333,0.09503508931989507
28,15.831249237060547,0.17354251005822563,4572476,1885.2757103443146,0.09409556385857241
29,15.866291046142578,0.17354251005822563,4658736,2095.850904226303,0.0925086195818068
30,15.857406616210938,0.17354251005822563,4751132,2319.075485944748,0.09083784971496972
31,15.909049987792969,0.17354251005822563,4839240,2502.0558581352234,0.08957522736523506
32,16.286029815673828,0.17354251005822563,4933704,2729.8693187236786,0.0879143473272517
33,16.31978988647461,0.17354251005822563,5018592,2920.2815766334534,0.08646990546348973
34,16.417743682861328,0.17354251005822563,5104808,3156.6472795009613,0.08519899030558972
35,16.692337036132812,0.17354251005822563,5201160,3402.603775501251,0.08408185774948071
36,16.880817413330078,0.17354251005822563,5298964,3615.8428127765656,0.08261028111606422
37,16.80377960205078,0.17354251005822563,5381464,3910.942953109741,0.08149765219201625
