step,ram_gb,hmin,ndof,elapsed_seconds,ms_error
69,18.64226531982422,0.17354251005822563,7827128,1162.8560976982117,0.045955809317306764
70,21.669349670410156,0.17354251005822563,7887720,2076.406614303589,0.0453965622403872
71,21.804874420166016,0.17354251005822563,7944964,2968.7172067165375,0.04502524677983983
72,22.085052490234375,0.17354251005822563,8005584,3901.5736351013184,0.04432497575609979
73,22.120182037353516,0.17354251005822563,8069320,5040.355365753174,0.043574924413511476
74,22.48468017578125,0.17354251005822563,8125148,6178.954154729843,0.04281172228643619
75,22.399059295654297,0.17354251005822563,8181792,7125.62410569191,0.0423444074702599
76,22.33911895751953,0.17354251005822563,8245116,8531.622875452042,0.041802974613516945
77,22.35443878173828,0.17354251005822563,8307172,9952.351298570633,0.041257833305730365
78,22.466445922851562,0.17354251005822563,8362368,10918.081889152527,0.04044335775099255
79,22.42983627319336,0.17354251005822563,8416720,12132.816593170166,0.04000272993499621
80,22.334762573242188,0.17354251005822563,8469116,13102.310571670532,0.03912243347809768
81,22.396732330322266,0.17354251005822563,8525360,14092.802064180374,0.03820018743658577
82,22.50853729248047,0.17354251005822563,8575300,15093.102053165436,0.037280701874649845
83,22.527645111083984,0.17354251005822563,8632192,16104.701495885849,0.03622116213906303
84,22.725563049316406,0.17354251005822563,8685328,17131.87445783615,0.035339488476865716
85,22.54907989501953,0.17354251005822563,8731556,18143.35325860977,0.034473629479382054
86,22.438140869140625,0.17354251005822563,8773892,19417.0578019619,0.033548112587693316
87,22.795272827148438,0.17354251005822563,8819968,20710.627885580063,0.033134257700170866
88,22.430957794189453,0.17354251005822563,8861380,21755.94390130043,0.03239134771100513
89,22.350006103515625,0.17354251005822563,8903776,22553.825475215912,0.03198066940874016
90,22.60749053955078,0.17354251005822563,8942420,23600.311049699783,0.03136686358657489
91,22.727516174316406,0.17354251005822563,8982280,24655.162301778793,0.03089568848414384
92,22.449966430664062,0.17354251005822563,9029840,25727.87885403633,0.030517408423544383
93,22.70569610595703,0.17354251005822563,9068200,26809.396750450134,0.029877479885057272
94,22.735488891601562,0.17354251005822563,9109540,28403.38532114029,0.02949486942078237
95,23.038082122802734,0.17354251005822563,9143480,29489.00818514824,0.029059511015602404
96,22.846660614013672,0.17354251005822563,9181788,30327.05585551262,0.028528391113466833
